Scientific Name,Status
Alcyonidium hydrocoalitum,Only in Natuurpunt
Alcyonidium parasiticum,Only in Natuurpunt
Alcyonium digitatum,Only in Natuurpunt
Alderia modesta,Only in Natuurpunt
Alebra albostriella,Only in Natuurpunt
Alebra coryli,Only in Natuurpunt
Alebra wahlbergi,Only in Natuurpunt
Alectoris barbara,Only in Natuurpunt
Alectoris chukar,Only in Natuurpunt
Alectoris graeca,Only in Natuurpunt
Alectoris rufa,Only in Natuurpunt
Aleimma loeflingiana,Only in Natuurpunt
Aleiodes dissector,Only in Natuurpunt
Aleiodes gastritor,Only in Natuurpunt
Aleiodes leptofemur,Only in Natuurpunt
Aleiodes pictus,Only in Natuurpunt
Aleiodes praetor,Only in Natuurpunt
Aleucis distinctata,Only in Natuurpunt
Aleuria bicucullata,Only in Natuurpunt
Aleuria congrex,Only in Natuurpunt
Aleuria exigua,Only in Natuurpunt
Aleuria rhenana,Only in Natuurpunt
Aleurochiton acerinus,Only in Natuurpunt
Aleurochiton aceris,Only in Natuurpunt
Aleurochiton pseudoplatani,Only in Natuurpunt
Aleurodiscus aurantius,Only in Natuurpunt
Aleurotuba jelinekii,Only in Natuurpunt
Alexeter gracilentus,Only in Natuurpunt
Alexeter nebulator,Only in Natuurpunt
Aleyrodes lonicerae,Only in Natuurpunt
Aleyrodes proletella,Only in Natuurpunt
Alinda biplicata,Only in Natuurpunt
Alisma gramineum,Only in Natuurpunt
Alisma lanceolatum,Only in Natuurpunt
Alisma plantago-aquatica,Only in Natuurpunt
Alisterus scapularis,Only in Natuurpunt
Alitta succinea,Only in Natuurpunt
Allacma fusca,Only in Natuurpunt
Allagelena gracilens,Only in Natuurpunt
Allajulus nitidus,Only in Natuurpunt
Allantus calceatus,Only in Natuurpunt
Allantus cinctus,Only in Natuurpunt
Allantus cingulatus,Only in Natuurpunt
Allantus togatus,Only in Natuurpunt
Allantus viennensis,Only in Natuurpunt
Alle alle,Only in Natuurpunt
Allium ampeloprasum,Only in Natuurpunt
Allium angulosum,Only in Natuurpunt
Allium carinatum,Only in Natuurpunt
Allium cepa,Only in Natuurpunt
Allium cristophii,Only in Natuurpunt
Allium hollandicum,Only in Natuurpunt
Allium karataviense,Only in Natuurpunt
Allium lusitanicum,Only in Natuurpunt
Allium macleanii,Only in Natuurpunt
Allium moly,Only in Natuurpunt
Allium nigrum,Only in Natuurpunt
Allium paradoxum,Only in Natuurpunt
Allium pendulinum,Only in Natuurpunt
Allium ramosum,Only in Natuurpunt
Allium roseum,Only in Natuurpunt
Allium sativum,Only in Natuurpunt
Allium schoenoprasum,Only in Natuurpunt
Allium scorodoprasum,Only in Natuurpunt
Allium sphaerocephalon,Only in Natuurpunt
Allium trifoliatum,Only in Natuurpunt
Allium triquetrum,Only in Natuurpunt
Allium unifolium,Only in Natuurpunt
Allium vineale,Only in Natuurpunt
Allium zebdanense,Only in Natuurpunt
Allodynerus delphinalis,Only in Natuurpunt
Allodynerus rossii,Only in Natuurpunt
Alloeorhynchus flavipes,Only in Natuurpunt
Alloeotomus germanicus,Only in Natuurpunt
Alloeotomus gothicus,Only in Natuurpunt
Allogamus auricollis,Only in Natuurpunt
Allolobophora chlorotica,Only in Natuurpunt
Allonyx quadrimaculatus,Only in Natuurpunt
Allophyes oxyacanthae,Only in Natuurpunt
Allophylaria byssacea,Only in Natuurpunt
Allophylaria campanuliformis,Only in Natuurpunt
Allophylaria clavuliformis,Only in Natuurpunt
Allophylaria herbicola,Only in Natuurpunt
Alloplasta piceator,Only in Natuurpunt
Alloplasta plantaria,Only in Natuurpunt
Allopsalliota geesterani,Only in Natuurpunt
Alloteuthis subulata,Only in Natuurpunt
Allotrichia pallicornis,Only in Natuurpunt
Allygidius atomarius,Only in Natuurpunt
Allygus maculatus,Only in Natuurpunt
Allygus mixtus,Only in Natuurpunt
Allygus modestus,Only in Natuurpunt
Alnecium auctum,Only in Natuurpunt
Alnetoidea alneti,Only in Natuurpunt
Alnicola amarescens,Only in Natuurpunt
Alnicola badiolateritia,Only in Natuurpunt
Alnicola bohemica,Only in Natuurpunt
Alnicola celluloderma,Only in Natuurpunt
Alnicola escharoides,Only in Natuurpunt
Alnicola fellea,Only in Natuurpunt
Alnicola geraniolens,Only in Natuurpunt
Alnicola luteolofibrillosa,Only in Natuurpunt
Alnicola pseudoamarescens,Only in Natuurpunt
Alnicola rubriceps,Only in Natuurpunt
Alnicola salicis,Only in Natuurpunt
Alnicola scolecina,Only in Natuurpunt
Alnicola sphagneti,Only in Natuurpunt
Alnicola striatula,Only in Natuurpunt
Alnicola suavis,Only in Natuurpunt
Alnicola subconspersa,Only in Natuurpunt
Alnicola umbrina,Only in Natuurpunt
Alnus cordata,Only in Natuurpunt
Aloina aloides,Only in Natuurpunt
Aloina ambigua,Only in Natuurpunt
Alomya debellator,Only in Natuurpunt
Alomya semiflava,Only in Natuurpunt
Alona costata,Only in Natuurpunt
Alona guttata,Only in Natuurpunt
Alonella excisa,Only in Natuurpunt
Alonella nana,Only in Natuurpunt
Alonsoa intermedia,Only in Natuurpunt
Alopecosa cuneata,Only in Natuurpunt
Alopecosa fabrilis,Only in Natuurpunt
Alopecosa pulverulenta,Only in Natuurpunt
Alopecosa striatipes,Only in Natuurpunt
Alopecosa trabalis,Only in Natuurpunt
Alopecurus aequalis,Only in Natuurpunt
Alopecurus geniculatus,Only in Natuurpunt
Alopecurus myosuroides,Only in Natuurpunt
Alopecurus pratensis,Only in Natuurpunt
Alopecurus rendlei,Only in Natuurpunt
Alopochen aegyptiaca,Only in Natuurpunt
Alosa alosa,Only in Natuurpunt
Alosa fallax,Only in Natuurpunt
Alosterna tabacicolor,Only in Natuurpunt
Alphitobius diaperinus,Only in Natuurpunt
Alphitophagus bifasciatus,Only in Natuurpunt
Alsophila aceraria,Only in Natuurpunt
Alsophila aescularia,Only in Natuurpunt
Altenaeum dawsoni,Only in Natuurpunt
Altenia scriptella,Only in Natuurpunt
Alternaria alternata,Only in Natuurpunt
Alternaria scirpicola,Only in Natuurpunt
Alternaria sonchi,Only in Natuurpunt
Alternaria tenuissima,Only in Natuurpunt
Althaea cannabina,Only in Natuurpunt
Althaea officinalis,Only in Natuurpunt
Altica lythri,Only in Natuurpunt
Altica oleracea,Only in Natuurpunt
Alucita grammodactyla,Only in Natuurpunt
Alucita hexadactyla,Only in Natuurpunt
Alvania carinata,Only in Natuurpunt
Alvania lactea,Only in Natuurpunt
Alydus calcaratus,Only in Natuurpunt
Alysia manducator,Only in Natuurpunt
Alysidium resinae,Only in Natuurpunt
Alysson spinosus,Only in Natuurpunt
Alyssum alyssoides,Only in Natuurpunt
Alyssum montanum,Only in Natuurpunt
Alyssum murale,Only in Natuurpunt
Alytes obstetricans,Only in Natuurpunt
Alyxoria culmigena,Only in Natuurpunt
Alyxoria ochrocheila,Only in Natuurpunt
Alyxoria varia,Only in Natuurpunt
Amalus scortillum,Only in Natuurpunt
Amandava amandava,Only in Natuurpunt
Amandinea punctata,Only in Natuurpunt
Amanita betulae,Only in Natuurpunt
Amanita caesarea,Only in Natuurpunt
Amanita ceciliae,Only in Natuurpunt
Amanita citrina,Only in Natuurpunt
Amanita coryli,Only in Natuurpunt
Amanita crocea,Only in Natuurpunt
Amanita eliae,Only in Natuurpunt
Amanita excelsa,Only in Natuurpunt
Amanita franchetii,Only in Natuurpunt
Amanita fulva,Only in Natuurpunt
Amanita gemmata,Only in Natuurpunt
Amanita inopinata,Only in Natuurpunt
Amanita lividopallescens,Only in Natuurpunt
Amanita mairei,Only in Natuurpunt
Amanita olivaceogrisea,Only in Natuurpunt
Amanita pantherina,Only in Natuurpunt
Amanita phalloides,Only in Natuurpunt
Amanita porphyria,Only in Natuurpunt
Amanita rubescens,Only in Natuurpunt
Amanita schaefferi,Only in Natuurpunt
Amanita simulans,Only in Natuurpunt
Amanita solitaria,Only in Natuurpunt
Amanita strangulata,Only in Natuurpunt
Amanita strobiliformis,Only in Natuurpunt
Amanita submembranacea,Only in Natuurpunt
Amanita umbrinolutea,Only in Natuurpunt
Amanita vaginata,Only in Natuurpunt
Amanita virosa,Only in Natuurpunt
Amara aenea,Only in Natuurpunt
Amara aulica,Only in Natuurpunt
Amara communis,Only in Natuurpunt
Amara curta,Only in Natuurpunt
Amara familiaris,Only in Natuurpunt
Amara fulva,Only in Natuurpunt
Amara infima,Only in Natuurpunt
Amara ovata,Only in Natuurpunt
Amara plebeja,Only in Natuurpunt
Amara similata,Only in Natuurpunt
Amara spreta,Only in Natuurpunt
Amara strenua,Only in Natuurpunt
Amara tibialis,Only in Natuurpunt
Amaranthus albus,Only in Natuurpunt
Amaranthus blitoides,Only in Natuurpunt
Amaranthus blitum,Only in Natuurpunt
Amaranthus caudatus,Only in Natuurpunt
Amaranthus cruentus,Only in Natuurpunt
Amaranthus deflexus,Only in Natuurpunt
Amaranthus graecizans,Only in Natuurpunt
Amaranthus hybridus,Only in Natuurpunt
Amaranthus hypochondriacus,Only in Natuurpunt
Amaranthus palmeri,Only in Natuurpunt
Amaranthus powellii,Only in Natuurpunt
Amaranthus quitensis,Only in Natuurpunt
Amaranthus spinosus,Only in Natuurpunt
Amaranthus standleyanus,Only in Natuurpunt
Amaranthus tuberculatus,Only in Natuurpunt
Amaranthus viridis,Only in Natuurpunt
Amarenomyces ammophilae,Only in Natuurpunt
Amata phegea,Only in Natuurpunt
Amaurobius erberi,Only in Natuurpunt
Amaurobius fenestralis,Only in Natuurpunt
Amaurobius ferox,Only in Natuurpunt
Amaurobius similis,Only in Natuurpunt
Amaurochaete atra,Only in Natuurpunt
Amaurochaete tubulina,Only in Natuurpunt
Amaurodon mustialaensis,Only in Natuurpunt
Amauromyza flavifrons,Only in Natuurpunt
Amauromyza labiatarum,Only in Natuurpunt
Amauromyza lamii,Only in Natuurpunt
Amauromyza verbasci,Only in Natuurpunt
Amauronematus amplus,Only in Natuurpunt
Amauronematus histrio,Only in Natuurpunt
Amauronematus longiserra,Only in Natuurpunt
Amauronematus stenogaster,Only in Natuurpunt
Amazona amazonica,Only in Natuurpunt
Amazona ochrocephala,Only in Natuurpunt
Amazonetta brasiliensis,Only in Natuurpunt
Ambigolimax valentianus,Only in Natuurpunt
Amblyjoppa fuscipennis,Only in Natuurpunt
Amblyjoppa proteus,Only in Natuurpunt
Amblyptilia acanthadactyla,Only in Natuurpunt
Amblystegium confervoides,Only in Natuurpunt
Amblystegium fluviatile,Only in Natuurpunt
Amblystegium radicale,Only in Natuurpunt
Amblystegium serpens,Only in Natuurpunt
Amblystegium tenax,Only in Natuurpunt
Amblystegium varium,Only in Natuurpunt
Amblyteles armatorius,Only in Natuurpunt
Amblytylus nasutus,Only in Natuurpunt
Ambrosia artemisiifolia,Only in Natuurpunt
Ambrosia psilostachya,Only in Natuurpunt
Ambrosia trifida,Only in Natuurpunt
Ambystoma macrodactylum,Only in Natuurpunt
Ameiurus nebulosus,Only in Natuurpunt
Amelanchier lamarckii,Only in Natuurpunt
Amelanchier spicata,Only in Natuurpunt
Ameles decolor,Only in Natuurpunt
Ametastegia carpini,Only in Natuurpunt
Ametastegia equiseti,Only in Natuurpunt
Ametastegia glabrata,Only in Natuurpunt
Ametastegia tenera,Only in Natuurpunt
Ametrodiplosis thalictricola,Only in Natuurpunt
Amicodisca svrcekii,Only in Natuurpunt
Amicodisca virella,Only in Natuurpunt
Ammannia coccinea,Only in Natuurpunt
Ammatophora nodulosa,Only in Natuurpunt
Ammi majus,Only in Natuurpunt
Ammi visnaga,Only in Natuurpunt
Ammobates punctatus,Only in Natuurpunt
Ammobium alatum,Only in Natuurpunt
Ammoconia caecimacula,Only in Natuurpunt
Ammodytes tobianus,Only in Natuurpunt
Ammophila campestris,Only in Natuurpunt
Ammophila pubescens,Only in Natuurpunt
Ammophila sabulosa,Only in Natuurpunt
Ammothea hilgendorfi,Only in Natuurpunt
Ammothella longipes,Only in Natuurpunt
Amobia signata,Only in Natuurpunt
Amorpha fruticosa,Only in Natuurpunt
Amorphophallus albus,Only in Natuurpunt
Ampedus balteatus,Only in Natuurpunt
Ampedus elongatulus,Only in Natuurpunt
Ampedus pomonae,Only in Natuurpunt
Ampedus pomorum,Only in Natuurpunt
Ampedus praeustus,Only in Natuurpunt
Ampedus sanguineus,Only in Natuurpunt
Ampedus sanguinolentus,Only in Natuurpunt
Ampelisca brevicornis,Only in Natuurpunt
Ampelomyces quisqualis,Only in Natuurpunt
Ampelopsis glandulosa,Only in Natuurpunt
Amphiareus obscuriceps,Only in Natuurpunt
Amphibalanus improvisus,Only in Natuurpunt
Amphiblestrum auritum,Only in Natuurpunt
Amphiblestrum flemingii,Only in Natuurpunt
Amphidium mougeotii,Only in Natuurpunt
Amphigerontia bifasciata,Only in Natuurpunt
Amphigerontia contaminata,Only in Natuurpunt
Amphilochus neapolitanus,Only in Natuurpunt
Amphimallon ater,Only in Natuurpunt
Amphimallon solstitiale,Only in Natuurpunt
Amphinema byssoides,Only in Natuurpunt
Amphinemura standfussi,Only in Natuurpunt
Amphinemura sulcicollis,Only in Natuurpunt
Amphipholis squamata,Only in Natuurpunt
Amphipoea fucosa,Only in Natuurpunt
Amphipoea lucens,Only in Natuurpunt
Amphipoea oculea,Only in Natuurpunt
Amphiporthe leiphaemia,Only in Natuurpunt
Amphipyra berbera,Only in Natuurpunt
Amphipyra perflua,Only in Natuurpunt
Amphipyra pyramidea,Only in Natuurpunt
Amphipyra tragopoginis,Only in Natuurpunt
Amphisphaeria bufonia,Only in Natuurpunt
Amphisphaeria millepunctata,Only in Natuurpunt
Amphitomeus attemsi,Only in Natuurpunt
Amphiura chiajei,Only in Natuurpunt
Amphorophora rubi,Only in Natuurpunt
Amphotis marginata,Only in Natuurpunt
Ampullaceana balthica,Only in Natuurpunt
Amsinckia intermedia,Only in Natuurpunt
Amsinckia lycopsoides,Only in Natuurpunt
Amsinckia micrantha,Only in Natuurpunt
Amylostereum areolatum,Only in Natuurpunt
Amylostereum chailletii,Only in Natuurpunt
Amylostereum laevigatum,Only in Natuurpunt
Anabolia brevipennis,Only in Natuurpunt
Anabolia nervosa,Only in Natuurpunt
Anabremia viciae,Only in Natuurpunt
Anacaena globulus,Only in Natuurpunt
Anacaena lutescens,Only in Natuurpunt
Anacampsis blattariella,Only in Natuurpunt
Anacampsis obscurella,Only in Natuurpunt
Anacampsis populella,Only in Natuurpunt
Anacampsis timidella,Only in Natuurpunt
Anacamptis morio,Only in Natuurpunt
Anacamptis pyramidalis,Only in Natuurpunt
Anaceratagallia ribauti,Only in Natuurpunt
Anacridium aegyptium,Only in Natuurpunt
Anacyclus clavatus,Only in Natuurpunt
Anaesthetis testacea,Only in Natuurpunt
Anagallis arvensis,Only in Natuurpunt
Anagallis tenella,Only in Natuurpunt
Anaglyptus mysticus,Only in Natuurpunt
Anakelisia fasciata,Only in Natuurpunt
Anania coronata,Only in Natuurpunt
Anania crocealis,Only in Natuurpunt
Anania funebris,Only in Natuurpunt
Anania fuscalis,Only in Natuurpunt
Anania hortulata,Only in Natuurpunt
Anania lancealis,Only in Natuurpunt
Anania perlucidalis,Only in Natuurpunt
Anania stachydalis,Only in Natuurpunt
Anania terrealis,Only in Natuurpunt
Anania verbascalis,Only in Natuurpunt
Anapagurus laevis,Only in Natuurpunt
Anaphalis margaritacea,Only in Natuurpunt
Anaphalis triplinervis,Only in Natuurpunt
Anaplectoides prasina,Only in Natuurpunt
Anaptychia ciliaris,Only in Natuurpunt
Anarhynchus alexandrinus,Only in Natuurpunt
Anarhynchus leschenaultii,Only in Natuurpunt
Anarhynchus mongolus,Only in Natuurpunt
Anarhynchus pecuarius,Only in Natuurpunt
Anarsia innoxiella,Only in Natuurpunt
Anarsia lineatella,Only in Natuurpunt
Anarsia spartiella,Only in Natuurpunt
Anarta myrtilli,Only in Natuurpunt
Anarta trifolii,Only in Natuurpunt
Anas acuta,Only in Natuurpunt
Anas bahamensis,Only in Natuurpunt
Anas capensis,Only in Natuurpunt
Anas carolinensis,Only in Natuurpunt
Anas castanea,Only in Natuurpunt
Anas crecca,Only in Natuurpunt
Anas erythrorhyncha,Only in Natuurpunt
Anas flavirostris,Only in Natuurpunt
Anas luzonica,Only in Natuurpunt
Anas poecilorhyncha,Only in Natuurpunt
Anas superciliosa,Only in Natuurpunt
Anas undulata,Only in Natuurpunt
Anasimyia contracta,Only in Natuurpunt
Anasimyia interpuncta,Only in Natuurpunt
Anasimyia lunulata,Only in Natuurpunt
Anasimyia transfuga,Only in Natuurpunt
Anaspis fasciata,Only in Natuurpunt
Anaspis maculata,Only in Natuurpunt
Anastomus lamelligerus,Only in Natuurpunt
Anastrangalia dubia,Only in Natuurpunt
Anastrangalia sanguinolenta,Only in Natuurpunt
Anastrophyllum minutum,Only in Natuurpunt
Anatis ocellata,Only in Natuurpunt
Anax ephippiger,Only in Natuurpunt
Anax imperator,Only in Natuurpunt
Anax parthenope,Only in Natuurpunt
Anchinia cristalis,Only in Natuurpunt
Anchomenus dorsalis,Only in Natuurpunt
Anchusa arvensis,Only in Natuurpunt
Anchusa officinalis,Only in Natuurpunt
Anchusa ovata,Only in Natuurpunt
Anchusa thessala,Only in Natuurpunt
Ancistrocerus auctus,Only in Natuurpunt
Ancistrocerus gazella,Only in Natuurpunt
Ancistrocerus nigricornis,Only in Natuurpunt
Ancistrocerus parietum,Only in Natuurpunt
Ancistrocerus trifasciatus,Only in Natuurpunt
Ancistronycha abdominalis,Only in Natuurpunt
Ancistronycha erichsonii,Only in Natuurpunt
Ancistronycha violacea,Only in Natuurpunt
Ancylis achatana,Only in Natuurpunt
Ancylis apicella,Only in Natuurpunt
Ancylis badiana,Only in Natuurpunt
Ancylis comptana,Only in Natuurpunt
Ancylis diminutana,Only in Natuurpunt
Ancylis geminana,Only in Natuurpunt
Ancylis laetana,Only in Natuurpunt
Ancylis mitterbacheriana,Only in Natuurpunt
Ancylis myrtillana,Only in Natuurpunt
Ancylis obtusana,Only in Natuurpunt
Ancylis subarcuana,Only in Natuurpunt
Ancylis tineana,Only in Natuurpunt
Ancylis uncella,Only in Natuurpunt
Ancylis unculana,Only in Natuurpunt
Ancylis unguicella,Only in Natuurpunt
Ancylis upupana,Only in Natuurpunt
Ancylolomia tentaculella,Only in Natuurpunt
Ancylosis cinnamomella,Only in Natuurpunt
Ancylosis oblitella,Only in Natuurpunt
Ancylus fluviatilis,Only in Natuurpunt
Andreaea rothii,Only in Natuurpunt
Andreaea rupestris,Only in Natuurpunt
Andrena afzeliella,Only in Natuurpunt
Andrena agilissima,Only in Natuurpunt
Andrena angustior,Only in Natuurpunt
Andrena apicata,Only in Natuurpunt
Andrena argentata,Only in Natuurpunt
Andrena assimilis,Only in Natuurpunt
Andrena barbilabris,Only in Natuurpunt
Andrena batava,Only in Natuurpunt
Andrena bicolor,Only in Natuurpunt
Andrena bimaculata,Only in Natuurpunt
Andrena chrysosceles,Only in Natuurpunt
Andrena cineraria,Only in Natuurpunt
Andrena clarkella,Only in Natuurpunt
Andrena coitana,Only in Natuurpunt
Andrena curvungula,Only in Natuurpunt
Andrena denticulata,Only in Natuurpunt
Andrena dorsata,Only in Natuurpunt
Andrena falsifica,Only in Natuurpunt
Andrena ferox,Only in Natuurpunt
Andrena flavipes,Only in Natuurpunt
Andrena florea,Only in Natuurpunt
Andrena fucata,Only in Natuurpunt
Andrena fulva,Only in Natuurpunt
Andrena fulvago,Only in Natuurpunt
Andrena fulvata,Only in Natuurpunt
Andrena fulvida,Only in Natuurpunt
Andrena fuscipes,Only in Natuurpunt
Andrena gravida,Only in Natuurpunt
Andrena haemorrhoa,Only in Natuurpunt
Andrena hattorfiana,Only in Natuurpunt
Andrena helvola,Only in Natuurpunt
Andrena humilis,Only in Natuurpunt
Andrena labialis,Only in Natuurpunt
Andrena labiata,Only in Natuurpunt
Andrena lagopus,Only in Natuurpunt
Andrena lapponica,Only in Natuurpunt
Andrena lathyri,Only in Natuurpunt
Andrena minutula,Only in Natuurpunt
Andrena minutuloides,Only in Natuurpunt
Andrena mitis,Only in Natuurpunt
Andrena nigriceps,Only in Natuurpunt
Andrena nigroaenea,Only in Natuurpunt
Andrena nigrospina,Only in Natuurpunt
Andrena nitida,Only in Natuurpunt
Andrena nitidiuscula,Only in Natuurpunt
Andrena nycthemera,Only in Natuurpunt
Andrena ovatula,Only in Natuurpunt
Andrena pandellei,Only in Natuurpunt
Andrena polita,Only in Natuurpunt
Andrena potentillae,Only in Natuurpunt
Andrena praecox,Only in Natuurpunt
Andrena propinqua,Only in Natuurpunt
Andrena proxima,Only in Natuurpunt
Andrena pusilla,Only in Natuurpunt
Andrena rosae,Only in Natuurpunt
Andrena ruficrus,Only in Natuurpunt
Andrena rufula,Only in Natuurpunt
Andrena schencki,Only in Natuurpunt
Andrena scotica,Only in Natuurpunt
Andrena semilaevis,Only in Natuurpunt
Andrena strohmella,Only in Natuurpunt
Andrena subopaca,Only in Natuurpunt
Andrena synadelpha,Only in Natuurpunt
Andrena tarsata,Only in Natuurpunt
Andrena tibialis,Only in Natuurpunt
Andrena trimmerana,Only in Natuurpunt
Andrena vaga,Only in Natuurpunt
Andrena ventralis,Only in Natuurpunt
Andrena viridescens,Only in Natuurpunt
Andrena wilkella,Only in Natuurpunt
Andricus aries,Only in Natuurpunt
Andricus callidoma,Only in Natuurpunt
Andricus coriarius,Only in Natuurpunt
Andricus corruptrix,Only in Natuurpunt
Andricus curvator,Only in Natuurpunt
Andricus foecundatrix,Only in Natuurpunt
Andricus gemmeus,Only in Natuurpunt
Andricus grossulariae,Only in Natuurpunt
Andricus inflator,Only in Natuurpunt
Andricus kollari,Only in Natuurpunt
Andricus legitimus,Only in Natuurpunt
Andricus lignicolus,Only in Natuurpunt
Andricus malpighii,Only in Natuurpunt
Andricus paradoxus,Only in Natuurpunt
Andricus quadrilineatus,Only in Natuurpunt
Andricus quercuscalicis,Only in Natuurpunt
Andricus quercuscorticis,Only in Natuurpunt
Andricus quercusradicis,Only in Natuurpunt
Andricus quercusramuli,Only in Natuurpunt
